Formula target PBE cell_range_Electronegativity cell_mean_Electronegativity cell_mean_MeltingT cell_mean_GSvolume_pa cell_range_Number cell_Max_Electronegativity cell_Max_CovalentRadius cell_Max_GSvolume_pa cell_reduce_MeltingT
S1Se1V1 0.6689039999999999 0.42 0.31666700000000003 0.751111 340.595556 7.190764 6.0 0.86 51.0 8.64 65.911229
Cl2Os1 2.918364 2.43 1.373333 1.42 608.2 10.514167 14.0 2.106667 68.0 16.331667000000003 103.640908
C1Cr2H2O2 0.969593 0.15 0.618571 0.6125 297.165 2.123571 6.571428999999999 0.982857 39.714286 3.197143 3.153314
As4O6 5.191498 3.89 1.192 1.4680000000000002 234.44 7.1665 8.4 2.064 47.6 8.87 30.574305
Bi2I2Se2 2.586566 1.81 0.213333 0.803333 158.36111100000002 11.320556 16.333333 0.886667 49.333333 14.338332999999999 51.710392999999996
Ag1Er1P2Se6 2.784238 1.98 1.406 0.57125 165.08825 6.189387 17.4 1.53 72.0 15.552 30.414440000000003
Cl6Tl2 2.756063 1.64 1.965 1.3875 136.475 12.550312 7.5 2.37 76.5 18.373125 68.016029
Cl2O2Sc2 5.928577 4.79 0.693333 0.884444 226.711111 6.204167 4.3333330000000005 1.146667 56.666667000000004 8.165833000000001 13.535307999999999
Bi2F2O2 4.699902 3.45 0.6533329999999999 1.048889 72.522222 5.751389 25.0 1.326667 49.333333 10.983333 8.596239
Al2Mg1Se4 2.124916 1.21 1.27 0.701429 226.94952400000003 7.596667 17.714285999999998 1.457143 68.57142900000001 14.811429 67.22270400000001
Br2Ir2Se2 0.872898 0.35 0.253333 0.856667 388.755556 7.734444 14.333332999999998 0.986667 47.0 9.826667 54.186308
Cl6Ru2 1.970102 1.2 1.82 1.46 390.225 10.875313 1.75 2.37 76.5 18.373125 107.476744
Cl2Hg1 3.247413 2.09 1.44 1.386667 96.253333 12.372098 15.333332999999998 2.106667 68.0 16.331667000000003 46.416069
Bi2Se2 0.675189 0.43 0.265 1.1425 259.6 14.7175 24.5 1.275 74.0 16.475 129.494222
I6Tl2 0.940457 0.31 1.59 1.2 217.19375 19.494375 19.5 1.995 104.25 32.26125 96.347925
Cr2O6 2.852529 1.12 2.165 1.4975 293.05 4.813125 0.0 2.58 49.5 6.82875 38.217881
Se2V2 1.092943 0.56 0.46 1.045 669.25 9.7325 5.5 1.275 76.5 12.96 201.419873
Ba1Cl2 6.889206 5.61 1.81 1.201667 223.866667 18.764167 7.3333330000000005 2.106667 71.666667 21.196667 85.169744
Bi2Se3 1.497507 0.88 0.722 1.169 257.08 14.366 12.8 1.53 72.0 15.552 125.533033
Br2N2V2 0.047570999999999995 0.01 0.47 0.847778 279.094444 6.362083 9.333333 1.013333 51.0 9.826667 16.599653
I6Ir2 0.955333 0.45 1.445 1.2725 487.44375 17.906875 20.5 1.995 104.25 32.26125 203.78931200000002
Cl2Cr2O2 3.364559 1.76 0.593333 0.9177780000000001 267.377778 4.9769440000000005 5.3333330000000005 1.146667 46.333333 8.165833000000001 13.586367999999998
I2Mg1 3.8667059999999998 2.96 1.336667 1.105 282.783333 18.153333 31.333333000000003 1.7733330000000003 92.666667 28.676667 140.29686999999998
Pt1S2 2.726041 1.85 0.96 1.24 469.686667 11.098958 15.333332999999998 1.72 70.0 17.19125 187.547751
Br4O2 3.117946 1.77 0.826667 1.56 97.733333 11.344167 20.666667 1.9733330000000002 80.0 19.653333 16.559618
Bi1Cl1Te1 2.345725 1.74 0.38 0.8088890000000001 159.851111 10.245648 22.0 1.053333 49.333333 11.587778 36.839874
Hf1S2 2.131685 1.35 1.286667 1.076667 547.12 12.295625 13.333332999999998 1.72 70.0 17.19125 197.647106
Hf1Se2 1.322175 0.64 1.266667 1.066667 582.333333 12.34 1.333333 1.7 80.0 17.28 236.207594
O2Zr1 6.104867 4.4 1.85 1.368333 372.933333 6.900833 8.0 2.293333 58.333332999999996 7.731667 34.743891999999995
Ag1P2Se6Tm1 2.807091 2.0 1.405 0.5715 166.28825 6.169262000000001 17.4 1.53 72.0 15.552 30.553054
Te2Ti1 1.195117 0.75 0.886667 0.956667 564.386667 14.369444 27.333333000000003 1.4 92.0 23.175556 276.14698
Cl2N2Zr2 2.905984 1.84 0.61 0.836667 262.516667 6.940139 11.0 1.053333 58.333332999999996 8.165833000000001 15.043571
Cr2I2Se2 0.523352 0.05 0.333333 0.763333 340.094444 8.902778 9.666667 0.886667 46.333333 14.338332999999999 65.772316
I2Sn1 2.7048400000000004 2.05 1.12 1.213333 213.13 19.885832999999998 18.666667 1.7733330000000003 92.666667 28.676667 101.86281600000001
Br2Ge2O2 0.031447 0.01 0.476667 0.934444 170.222222 6.843333 9.0 1.146667 40.0 9.826667 14.596903
Ba1I2 5.1889330000000005 4.14 1.476667 1.035 295.616667 24.936667 16.666667 1.7733330000000003 92.666667 28.676667 145.402266
Ag1In1P2S6 2.4908650000000003 1.64 1.37 0.58925 115.736 6.011293 6.6 1.548 63.0 15.472125 19.449019
I7Se1Ta3 1.382387 0.82 1.460909 0.777879 396.11969700000003 11.557121 30.636364 1.692727 88.454545 27.373182 36.438092
Br2Hg1 3.057297 2.03 1.306667 1.32 127.653333 14.032931 3.333333 1.9733330000000002 80.0 19.653333 54.21128100000001
In1P1 1.987739 1.07 0.205 0.9925 186.7625 11.70756 17.0 1.095 71.0 12.13 91.265427
Sc1Te2 0.13029000000000002 0.01 0.946667 0.926667 543.22 15.293610999999999 27.666666999999997 1.4 92.0 23.175556 268.134711
Cl6Re2 1.5649309999999998 1.28 1.895 1.4225 496.725 11.018436999999999 6.0 2.37 76.5 18.373125 112.027103
Cl2Sn1 3.251691 2.38 1.453333 1.38 141.38 13.713332999999999 5.3333330000000005 2.106667 68.0 16.331667000000003 68.11565999999999
Bi2Br6 3.5504839999999995 2.74 1.715 1.3625 167.725 15.17375 5.5 2.22 90.0 22.11 80.881011
O18Te8 3.723779 2.61 1.735385 1.5138459999999998 130.147692 8.499936 10.461538000000001 2.381538 45.692308000000004 10.69641 32.408871000000005
Br2Ir2S2 1.280025 0.66 0.253333 0.86 377.01777799999996 7.719653 20.333333 0.986667 47.0 9.826667 49.734509
Cl4I4Ta2 2.268506 1.55 0.9640000000000001 0.8759999999999999 293.793333 10.209667 14.4 1.264 55.6 17.206 44.343982000000004
I2Mo1 0.403281 0.01 1.053333 1.246667 611.616667 16.953332999999997 21.333333 1.7733330000000003 92.666667 28.676667 203.525738
H2Mg4O5 3.8089519999999997 2.59 1.1636360000000001 0.813333 121.03090900000001 4.555 4.181818 1.563636 51.272727 8.323636 2.295146
Ge2Se2 1.069485 0.56 0.27 1.14 426.35 12.23125 1.0 1.275 60.0 12.96 175.451976
Pt4Te6Tl2 1.546233 0.74 0.78 0.693333 379.321111 8.957778 12.5 1.05 69.0 17.381667 68.325863
I6Sc2 3.3598209999999997 2.63 1.655 1.1675 371.81875 18.91 34.5 1.995 104.25 32.26125 176.93749499999998
Bi1O2 1.97976 0.42 1.62 1.483333 109.0 8.526667 22.333333 2.293333 49.333333 10.983333 30.410928000000002
Mo2S2Se2 1.0726040000000001 0.65 0.14 0.81 419.81777800000003 7.488542 8.666667 0.86 51.333333 8.64 67.414621
Cl2Rh2Te2 2.291888 1.68 0.353333 0.837778 347.917778 8.100093 11.666667 1.053333 47.333333 11.587778 43.525706
Br6Ta2 1.233407 0.17 1.845 1.2975 510.925 13.32 8.0 2.22 90.0 22.11 160.459338
Al2Br2Se2 2.354818 1.49 0.45 0.791111 188.14111100000002 7.986667 7.3333330000000005 0.986667 40.333333 9.826667 48.606521
Mn1O2 3.237294 1.85 1.7766669999999998 1.405 271.433333 4.782931 3.0 2.293333 46.333333 6.07 34.074746999999995
O2Sn1 2.064934 0.81 1.64 1.473333 102.446667 8.5825 11.333333 2.293333 46.333333 11.095 30.019288
Cl6Mo2 0.683642 0.31 1.83 1.455 426.35 11.147812 2.25 2.37 76.5 18.373125 109.27500900000001
Rh2S2 0.5899909999999999 0.16 0.15 1.215 656.34 9.856719 14.5 1.29 71.0 12.893436999999999 165.455656
Ge1O1 2.901015 2.12 0.715 1.3625 316.55 8.0275 12.0 1.72 60.0 11.5025 26.214153
Cl6Y2 6.6100449999999995 5.13 2.065 1.3375 289.225 13.232187 3.0 2.37 76.5 18.373125 100.06539000000001
Br2N2Ti2 1.627872 1.23 0.5 0.837778 252.205556 6.770972 9.333333 1.013333 53.333332999999996 9.826667 16.552575
C1H2Si1 4.758293 3.71 0.625 0.7375 461.501667 3.275833 3.0 1.1 27.75 5.11 6.84123
Al2Cl2Se2 2.325719 1.4 0.516667 0.813333 177.674444 7.433056 7.0 1.053333 40.333333 8.64 37.356355
Br2Sn1 3.3326260000000003 2.54 1.32 1.313333 172.78 15.374167000000002 6.6666669999999995 1.9733330000000002 80.0 19.653333 86.333465
Mg2P2Se6 3.223495 2.03 1.268 0.743333 181.48666699999998 8.214683 18.0 1.53 72.0 15.552 40.735031
I2Re1 1.211007 0.76 1.14 1.203333 705.45 16.780832999999998 10.333333 1.7733330000000003 92.666667 28.676667 210.75816899999998
Br2O2Sc2 4.774755 3.82 0.693333 0.8622219999999999 237.177778 6.757778 9.0 1.146667 56.666667000000004 9.826667 14.774320000000001
Cd1Cl2 4.429448000000001 3.17 1.543333 1.335 156.23666699999998 11.415 4.6666669999999995 2.106667 68.0 16.331667000000003 72.516874
C1Cr2 0.082784 0.01 0.25666700000000003 0.978333 1363.833333 4.67 14.0 1.106667 92.666667 7.46 678.979999
Br2Ni1 2.437035 1.24 1.336667 1.305 376.6 11.546667 14.0 1.9733330000000002 80.0 19.653333 135.511418
Cl2Ir2S2 1.3051030000000001 0.68 0.32 0.882222 366.551111 7.166042 20.333333 1.053333 47.0 8.595625 38.019056
Br4Zr2 1.2484389999999999 0.58 1.53 1.208333 443.266667 13.6925 10.0 1.9733330000000002 80.0 19.653333 141.78132
Ni1S2 1.071531 0.39 1.083333 1.178333 417.453333 10.315625 1.333333 1.72 70.0 17.19125 178.619055
C1O2Ta2 0.013691 0.01 0.866 0.828667 700.84 4.006 28.0 1.376 68.0 7.247999999999999 20.969553
Cl6W2 1.3404399999999999 0.89 1.78 1.48 526.225 11.192812 5.75 2.37 76.5 18.373125 112.96178
Bi2Br6 3.80957 2.99 1.715 1.3625 167.725 15.17375 5.5 2.22 90.0 22.11 80.881011
Cl2S2Ta2 0.125095 0.01 0.553333 0.8044439999999999 427.773333 7.600486 19.0 1.053333 56.666667000000004 8.595625 38.286066
C2F6O6S2Zn1 7.889607000000001 6.07 1.307647 0.663882 114.88470600000001 2.231632 2.4705880000000002 1.404706 23.294118 3.4261760000000003 6.522506
Ga2S2 3.4045690000000004 2.44 0.385 1.0975 172.8175 11.161094 7.5 1.29 61.0 12.893436999999999 85.088408
Cl2Mo1 1.454685 0.34 1.386667 1.413333 539.866667 10.780833 2.666667 2.106667 68.0 16.331667000000003 102.279081
Au1K1Se2 2.103917 1.18 1.07 0.705 221.821667 11.803889 15.0 1.275 60.0 18.276667 52.838398
In2Te2 2.013236 1.37 0.16 0.97 288.1025 14.755832999999999 1.5 1.05 71.0 17.381667 134.745071
I6Ir2 2.647466 1.93 1.445 1.2725 487.44375 17.906875 20.5 1.995 104.25 32.26125 203.78931200000002
Bi2O2 1.74167 0.91 0.71 1.365 149.8 10.51375 37.5 1.72 74.0 16.475 24.894126
Te2Zr2 0.802137 0.49 0.385 0.8575 712.665 14.489582999999998 6.0 1.05 87.5 17.381667 269.730603
Cl2Hg1 3.654753 2.44 1.44 1.386667 96.253333 12.372098 15.333332999999998 2.106667 68.0 16.331667000000003 46.416069
Br2Lu2S2 4.07771 3.03 0.563333 0.756667 287.79555600000003 9.347986 18.333333 0.986667 62.333332999999996 9.826667 48.635625
Ge2N2 2.270679 1.14 0.515 1.2625 318.6125 9.443437 12.5 1.52 60.0 11.5025 29.965384999999998
Cr2I2S2 2.0665400000000003 0.45 0.333333 0.766667 328.356667 8.887986 12.333333 0.886667 46.333333 14.338332999999999 59.326471
H2Mg5O6 3.7619839999999996 2.57 1.249231 0.81 127.482564 4.674615 4.461538 1.587692 54.230768999999995 8.803846 1.975079
Cl6Sb2 4.916647 3.82 1.8575 1.44125 177.3225 13.131561999999999 0.0 2.37 76.5 18.373125 81.995013
C2O6V1 2.5822700000000003 1.16 2.112222 1.0137040000000002 376.214815 2.922963 4.0 2.293333 44.0 6.07 30.607139
Br2Pt1 1.035324 0.43 1.213333 1.366667 428.833333 12.33 2.666667 1.9733330000000002 80.0 19.653333 140.589227
H2Si2 2.94168 2.18 0.15 1.025 425.2525 6.76375 6.5 1.1 55.5 10.22 6.947305
Br6Os2 1.416139 0.8 1.67 1.385 512.925 12.81625 7.25 2.22 90.0 22.11 160.610981
Br2Cr2S2 2.403195 0.75 0.43333299999999997 0.8 314.90666699999997 7.384097 6.3333330000000005 0.986667 46.333333 9.826667 49.049374
Br2Hg1 2.664669 1.71 1.306667 1.32 127.653333 14.032931 3.333333 1.9733330000000002 80.0 19.653333 54.21128100000001
Sb2Se1Te2 1.119535 0.62 0.33 0.723333 249.792 10.571111 14.0 0.84 55.6 13.905332999999999 61.173083999999996
Ca1I2 5.135662 3.92 1.44 1.053333 314.783333 20.633333 28.666666999999997 1.7733330000000003 92.666667 28.676667 152.252078
Bi2Pb1Te4 1.519684 1.02 0.867143 0.703333 218.09761899999998 11.098253999999999 18.0 1.2 78.85714300000001 19.864762 48.767348999999996
Hg1I2 1.873574 1.0 1.106667 1.22 168.003333 18.544598 8.666667 1.7733330000000003 92.666667 28.676667 59.950326000000004
Bi2Cl2Se2 1.967929 1.16 0.38 0.8588889999999999 134.444444 9.263056 22.0 1.053333 49.333333 10.983333 34.404404
Br2Cr2O2 2.825587 1.43 0.593333 0.8955559999999999 277.844444 5.530556 9.0 1.146667 46.333333 9.826667 14.835177
Cl4Sn2 3.7880550000000004 2.89 1.453333 1.38 141.38 13.713332999999999 5.3333330000000005 2.106667 68.0 16.331667000000003 68.11565999999999
Br2Sr1 5.504455999999999 4.38 1.656667 1.145 263.6 18.865 10.666667 1.9733330000000002 80.0 19.653333 117.64036399999999
Cl4Ge2 3.89495 2.92 1.436667 1.388333 259.1 12.0 0.666667 2.106667 68.0 16.331667000000003 89.144577
Rh2Se2 0.84383 0.27 0.135 1.2075 682.75 9.89 5.5 1.275 71.0 12.96 202.32112800000002
H2Mg1O2 4.806524 3.3 1.114 0.839333 70.708 3.622 2.8 1.376 28.2 4.578 4.357648999999999
Cd1S1 2.704503 1.76 0.445 1.0675 245.645 11.320469000000001 16.0 1.29 72.0 12.893436999999999 117.431293
C2H2 4.414537999999999 3.46 0.175 1.1875 959.2525 3.06375 2.5 1.275 38.0 3.3075 6.979423
B1I3 3.86274 2.71 1.485 1.2525 438.56875 17.027188 38.5 1.995 104.25 32.26125 194.166493
As2Br6 3.345451 2.58 1.675 1.3825 235.925 13.826875 18.0 2.22 90.0 22.11 115.127424
As2I6 3.161408 2.22 1.45 1.27 281.31875 18.9025 31.5 1.995 104.25 32.26125 140.52115
I6Pt2 0.14637999999999998 0.03 1.425 1.2825 400.24375 18.008125 20.25 1.995 104.25 32.26125 184.976871
Br6Nb2 1.448564 0.62 1.82 1.31 443.425 13.3275 16.0 2.22 90.0 22.11 154.53923999999998
Pb1Se1 2.54613 1.81 0.11 1.22 273.6525 13.5075 24.0 1.275 73.0 14.055 135.528334
Te2W1 1.462067 1.04 0.613333 1.0933329999999999 856.72 14.262777999999999 10.0 1.4 92.0 23.175556 346.311604
Cl4Zr2 1.376439 0.59 1.6633330000000002 1.275 411.866667 12.031667 2.0 2.106667 68.0 16.331667000000003 98.51214
Ca1I2 4.389752 3.31 1.44 1.053333 314.783333 20.633333 28.666666999999997 1.7733330000000003 92.666667 28.676667 152.252078
H2Ni1O2 3.15342 2.24 0.9940000000000001 0.879333 124.37466699999999 2.784 5.2 1.376 26.4 3.642 4.406103
Br2Re1 1.381208 0.93 1.34 1.303333 665.1 12.269167 1.666667 1.9733330000000002 80.0 19.653333 153.594647
N2Sn2 0.9594530000000001 0.18 0.54 1.25 142.0325 12.013437 21.5 1.52 69.5 16.6425 28.026415000000004
P2Sn2 1.9412099999999999 1.29 0.115 1.0375 205.595 13.96381 17.5 1.095 69.5 16.6425 97.437854
Bi2I6 3.274315 2.56 1.49 1.25 213.11875 20.249375 19.0 1.995 104.25 32.26125 92.642514
Cl2N2Rh2 0.288948 0.03 0.293333 0.9422219999999999 274.627778 5.878472 12.666667 1.053333 47.333333 8.165833000000001 15.059133
Br2Ge2N2 2.609648 1.48 0.343333 0.89 171.13888899999998 7.472639 9.333333 1.013333 40.0 9.826667 16.301396
As2O8Sb2 4.736004 3.42 1.9516669999999998 0.999444 122.94333300000001 5.008611 3.166667 2.293333 44.0 6.07 25.30644
Hf1I2 1.458021 0.77 1.34 1.103333 546.616667 18.038332999999998 11.333333 1.7733330000000003 92.666667 28.676667 197.059914
Cl6Cr2 3.251363 1.19 1.955 1.3925 336.85 10.585312 6.75 2.37 76.5 18.373125 104.113849
Ge1Se2 0.16187 0.01 1.03 1.185 366.566667 12.474167 12.0 1.7 80.0 17.28 181.39238
Br2Dy2S2 3.944515 2.93 0.58 0.751111 259.90666699999997 9.611875 16.666667 0.986667 64.0 10.413333 48.095679
Br2Rh2S2 1.069609 0.47 0.226667 0.8688889999999999 321.24 7.656319 9.666667 0.986667 47.333333 9.826667 49.13388
Ga2Ni1S4 1.984965 1.32 1.201429 0.754762 185.107619 7.199167 5.142857 1.474286 60.0 14.735357 49.722446000000005
Se2Sn1 0.626259 0.06 1.046667 1.176667 248.846667 14.1875 6.0 1.7 80.0 17.28 111.407078
As2Te3 1.164498 0.63 0.38799999999999996 1.0659999999999998 434.798 14.864 18.0 1.26 82.8 20.858 217.39733900000002
Br2Ge1 3.472087 2.65 1.303333 1.321667 290.5 13.660832999999998 12.666667 1.9733330000000002 80.0 19.653333 123.155525
Br6Sc2 4.470562 3.54 1.88 1.28 326.425 13.834375 21.0 2.22 90.0 22.11 138.47779
Cl2In2S2 2.802304 1.85 0.46 0.835556 109.96777800000001 8.282708 11.0 1.053333 47.333333 8.595625 31.067371
C1H2O2Sc2 0.966199 0.26 0.618571 0.591071 271.022143 2.9125 5.714286 0.982857 48.571428999999995 6.352857 3.150096
Cl2F2 4.415681 2.48 0.41 1.785 56.275 8.55125 4.0 1.99 51.0 12.24875 20.39227
Sn2Te2 1.12095 0.61 0.07 1.015 306.935 17.012082999999997 1.0 1.05 69.5 17.381667 148.647561
Ga2I6 1.071616 0.34 1.5425 1.22375 182.9325 18.487813 32.0 1.995 104.25 32.26125 60.053264
Br2Hf1 1.432391 0.86 1.54 1.203333 506.266667 13.526667000000002 0.666667 1.9733330000000002 80.0 19.653333 146.18883300000002
Br6V2 1.418675 1.1 1.8125 1.31375 372.55 12.68125 20.5 2.22 90.0 22.11 146.01431000000002
Br2Os1 0.320075 0.31 1.24 1.353333 639.6 12.175 2.0 1.9733330000000002 80.0 19.653333 152.653533
Bi2I2S2 2.847791 2.05 0.213333 0.806667 146.623333 11.305764 22.333333 0.886667 49.333333 14.338332999999999 47.640851
Cr2I2O2 2.312957 0.51 0.593333 0.8622219999999999 291.294444 7.034444000000001 15.0 1.146667 46.333333 14.338332999999999 15.655426
Ag1P2Sc1Se6 2.6762189999999997 1.97 1.3940000000000001 0.57425 166.18825 5.980637000000001 18.3 1.53 72.0 15.552 30.541736
Cr2I6 2.392758 1.11 1.58 1.205 417.56875 17.529375 33.75 1.995 104.25 32.26125 189.340004
Br6Cr2 1.925844 0.81 1.805 1.3175 372.175 12.45375 20.25 2.22 90.0 22.11 145.96057
Br6In2 4.104507 2.94 1.775 1.3325 153.39375 14.0875 14.0 2.22 90.0 22.11 69.812706
Pb1S1 2.7949650000000004 1.98 0.125 1.2275 247.2425 13.474219 33.0 1.29 73.0 14.055 117.92718700000002
Cl2Ge1 3.6212230000000005 2.63 1.436667 1.388333 259.1 12.0 0.666667 2.106667 68.0 16.331667000000003 89.144577
Br2S2Tl2 1.117548 0.24 0.446667 0.795556 136.795556 9.130764 21.666667 0.986667 48.333333 9.826667 41.303915
O2Rh2 1.050343 0.27 0.58 1.43 572.95 5.68625 18.5 1.72 71.0 6.82 26.744829
Br6Ga2 2.644381 1.57 1.7675 1.33625 137.53875 13.412188 18.5 2.22 90.0 22.11 54.880086999999996
Fe1O2 0.901314 0.47 1.6833330000000002 1.451667 320.1 4.823333 3.333333 2.293333 44.0 6.07 34.44854
Bi2Ge1Te4 1.459435 0.98 0.9128569999999999 0.688095 247.18285699999998 10.855159 25.142857 1.2 78.85714300000001 19.864762 68.356702
Cl6Y2 5.836614 4.42 2.065 1.3375 289.225 13.232187 3.0 2.37 76.5 18.373125 100.06539000000001
Br2Ga2O2 4.163404 2.86 0.543333 0.912222 69.278889 6.3825 9.0 1.146667 40.666667 9.826667 13.169134
Bi2I2Se2 1.8621450000000002 1.16 0.213333 0.803333 158.36111100000002 11.320556 16.333333 0.886667 49.333333 14.338332999999999 51.710392999999996
Ag1P2S6Sc1 3.1614880000000003 2.41 1.412 0.57875 150.34225 5.960668 7.5 1.548 63.0 15.472125 29.709019
As2Cl6 5.19906 4.04 1.825 1.4575 200.6 11.958437 4.5 2.37 76.5 18.373125 87.414631
Co3O8Ti1 2.391149 1.31 2.165 0.963889 213.427778 3.340694 4.9166669999999995 2.293333 44.0 6.07 27.919635999999997
As2I6 2.8954009999999997 2.24 1.45 1.27 281.31875 18.9025 31.5 1.995 104.25 32.26125 140.52115
Al2I6 1.944867 1.15 1.5925 1.19875 261.7525 18.190625 36.5 1.995 104.25 32.26125 129.337185
C2Hf3O2 0.998381 0.43 0.42571400000000004 0.7561899999999999 727.314286 4.575714 29.142857 0.982857 75.0 9.514286 15.217173999999998
Hf1O2 3.56538 1.99 1.86 1.363333 435.933333 6.735 18.666667 2.293333 58.333332999999996 7.4 35.002497999999996
Se2Ti1 1.538062 1.05 1.186667 1.106667 488.166667 11.421667 15.333332999999998 1.7 80.0 17.28 218.243769
Hf1Te2 0.9526959999999999 0.39 0.966667 0.916667 658.553333 15.287778 10.666667 1.4 92.0 23.175556 305.549531
Cd1I2 2.912878 1.86 1.21 1.168333 227.98666699999998 17.5875 19.333333 1.7733330000000003 92.666667 28.676667 112.03092099999999
I2Mg1 4.697951 3.64 1.336667 1.105 282.783333 18.153333 31.333333000000003 1.7733330000000003 92.666667 28.676667 140.29686999999998
Al2Cl6 5.262782 3.86 1.9675 1.38625 181.03375 11.246563 9.5 2.37 76.5 18.373125 82.952481
Br4Hf2 1.5397239999999999 0.86 1.54 1.203333 506.266667 13.526667000000002 0.666667 1.9733330000000002 80.0 19.653333 146.18883300000002
Au1Te2 0.310739 0.01 0.553333 1.123333 463.775 14.371110999999999 8.333333 1.4 92.0 23.175556 231.538257
Br6Sr1Th1 3.165432 1.84 2.10125 0.83375 194.491667 10.978333000000001 21.5 2.22 90.0 22.11 60.277735
S2V1 0.675083 0.58 1.176667 1.131667 493.28666699999997 10.763958 3.0 1.72 70.0 17.19125 190.96173100000001
Co1O2 2.7580270000000002 1.43 1.666667 1.46 312.933333 4.7425 3.666667 2.293333 44.0 6.07 34.400795
Br2Ga2Se2 1.481455 0.74 0.383333 0.813333 118.07888899999999 8.250833 1.333333 0.986667 40.666667 9.826667 36.679092
Se2Zr1 1.202815 0.5 1.256667 1.071667 519.333333 12.505833 9.333333 1.7 80.0 17.28 224.91056899999998
Cl2O2Os2 1.51086 0.72 0.413333 0.977778 392.48888900000003 5.299167 22.666667 1.146667 48.0 8.165833000000001 13.67344
In2Se2 2.180748 1.43 0.385 1.0825 230.9375 12.545 7.5 1.275 71.0 12.96 114.910149
In2Se2 2.089341 1.35 0.385 1.0825 230.9375 12.545 7.5 1.275 71.0 12.96 114.910149
Br6In2 3.233692 2.18 1.775 1.3325 153.39375 14.0875 14.0 2.22 90.0 22.11 69.812706
H2Mg3O4 3.854574 2.62 1.092222 0.818148 111.71185200000001 4.3822220000000005 3.777778 1.528889 47.0 7.63 2.73592
Br2V1 2.46348 1.3 1.43 1.258333 452.433333 11.995 15.666667000000002 1.9733330000000002 80.0 19.653333 142.498932
Al2H2O4 4.209486 2.87 1.3175 0.890833 88.09 3.4420830000000002 3.75 1.72 33.0 4.5525 3.064742
Cl2N2Pt2 1.493005 0.61 0.293333 0.9422219999999999 252.894444 6.031806 23.666667 1.053333 45.333333 8.165833000000001 15.030048999999998
I2W1 0.098347 0.03 0.986667 1.28 744.783333 17.013333 10.666667 1.7733330000000003 92.666667 28.676667 213.24781299999998
Ga2O2 2.8220709999999998 1.73 0.815 1.3125 89.4275 6.990625 11.5 1.72 61.0 9.42875 23.20241
Cl2Er2S2 4.088964 3.05 0.64 0.775556 258.884444 8.985486 17.333333 1.053333 63.0 10.195 37.171648
As1In1 1.4945760000000001 0.81 0.2 0.99 379.9375 11.60875 8.0 1.09 71.0 12.13 154.113341
C1O2Zr2 1.7207009999999998 0.97 0.866 0.8059999999999999 545.906667 4.6826669999999995 14.8 1.376 70.0 9.277999999999999 20.788671
Ge1O2 5.388883 3.58 1.623333 1.481667 220.166667 6.869167 5.3333330000000005 2.293333 44.0 7.6683330000000005 33.502256
Ga2Te2 2.100177 1.41 0.145 0.9775 256.3925 13.405207999999998 10.5 1.05 69.0 17.381667 106.721599
Ge1Te1 2.349707 1.66 0.045 1.0275 483.515 14.442082999999998 10.0 1.05 69.0 17.381667 226.319329
Bi2Se1Te2 1.49862 0.87 0.33 0.719333 201.874667 10.756444 26.4 0.84 59.2 13.905332999999999 55.026353
Br2In2S2 2.868545 1.96 0.393333 0.813333 120.434444 8.836319 11.0 0.986667 47.333333 9.826667 38.472968
Ba1Br2 6.125558 4.96 1.676667 1.135 255.26666699999998 20.425 4.6666669999999995 1.9733330000000002 80.0 21.196667 115.696004
