Formula target PBE cell_range_Electronegativity cell_mean_Electronegativity cell_mean_MeltingT cell_mean_GSvolume_pa cell_range_Number cell_Max_Electronegativity cell_Max_CovalentRadius cell_Max_GSvolume_pa cell_reduce_MeltingT
Al2Se2 2.748789 2.01 0.47 1.04 356.8675 10.6 10.5 1.275 60.5 12.96 161.52149599999998
Ga2S2 3.296704 2.4 0.385 1.0975 172.8175 11.161094 7.5 1.29 61.0 12.893436999999999 85.088408
Cl2Hf1 1.633318 1.0 1.6733330000000002 1.27 474.866667 11.865833 12.666667 2.106667 68.0 16.331667000000003 100.619963
Ge2H2 1.7476040000000002 1.02 0.095 1.0525 306.3525 7.405 15.5 1.1 60.0 11.5025 6.924912
Cl6Fe1Hf1 4.232283 3.54 2.2075 0.920417 222.775 7.4964580000000005 9.5 2.37 76.5 18.373125 65.020372
N2Sn2 1.146141 0.51 0.54 1.25 142.0325 12.013437 21.5 1.52 69.5 16.6425 28.026415000000004
Br2Sn1 3.3326260000000003 2.54 1.32 1.313333 172.78 15.374167000000002 6.6666669999999995 1.9733330000000002 80.0 19.653333 86.333465
I6Sb2 2.8493169999999997 2.23 1.4825 1.25375 258.04125 20.075625 27.0 1.995 104.25 32.26125 127.024492
C2O6V1 2.5822700000000003 1.16 2.112222 1.0137040000000002 376.214815 2.922963 4.0 2.293333 44.0 6.07 30.607139
Cl2Ti1 1.367615 0.78 1.5933329999999999 1.31 380.7 10.9475 4.0 2.106667 68.0 16.331667000000003 97.211453
F2Si2 1.607268 0.69 1.04 1.47 435.125 7.536875 2.5 1.99 55.5 10.22 25.927751
Cl2Ru1 2.092473 0.82 1.373333 1.42 491.7 10.4175 3.333333 2.106667 68.0 16.331667000000003 101.091723
Cl2Zr1 1.613429 1.02 1.6633330000000002 1.275 411.866667 12.031667 2.0 2.106667 68.0 16.331667000000003 98.51214
Ir2Se2 1.329458 0.66 0.175 1.1875 808.25 10.0325 21.5 1.275 70.5 12.96 209.25858300000002
Cl6Re2 2.019679 1.42 1.895 1.4225 496.725 11.018436999999999 6.0 2.37 76.5 18.373125 112.027103
Br6Cr2 1.925844 0.81 1.805 1.3175 372.175 12.45375 20.25 2.22 90.0 22.11 145.96057
I7Se1Ta3 1.382387 0.82 1.460909 0.777879 396.11969700000003 11.557121 30.636364 1.692727 88.454545 27.373182 36.438092
Br2Pt1 1.035324 0.43 1.213333 1.366667 428.833333 12.33 2.666667 1.9733330000000002 80.0 19.653333 140.589227
Br2N2V2 0.047570999999999995 0.01 0.47 0.847778 279.094444 6.362083 9.333333 1.013333 51.0 9.826667 16.599653
Se1Sn1 2.92195 2.18 0.295 1.1275 249.77 14.80125 8.0 1.275 69.5 16.6425 124.86963999999999
Ag1Er1P2Se6 2.784238 1.98 1.406 0.57125 165.08825 6.189387 17.4 1.53 72.0 15.552 30.414440000000003
I2Pb1 3.4517010000000004 2.66 0.996667 1.275 229.05166699999998 19.023332999999997 8.0 1.7733330000000003 92.666667 28.676667 112.70915500000001
H2Mg4O5 3.8089519999999997 2.59 1.1636360000000001 0.813333 121.03090900000001 4.555 4.181818 1.563636 51.272727 8.323636 2.295146
Br2In2Se2 2.008947 1.24 0.393333 0.81 132.172222 8.851111 5.0 0.986667 47.333333 9.826667 41.084028
Br6Re2 1.993543 1.44 1.745 1.3475 532.05 12.886875 7.5 2.22 90.0 22.11 162.003489
Ga2Te2 2.133167 1.45 0.145 0.9775 256.3925 13.405207999999998 10.5 1.05 69.0 17.381667 106.721599
Br2N2Ti2 1.627872 1.23 0.5 0.837778 252.205556 6.770972 9.333333 1.013333 53.333332999999996 9.826667 16.552575
H2Mg2O3 3.9432739999999997 2.5 1.1 0.825714 97.067619 4.110714 3.142857 1.474286 40.285714 6.54 3.376181
Br2Ir2O2 1.7157950000000002 0.96 0.413333 0.955556 339.955556 5.866111 23.0 1.146667 47.0 9.826667 14.897247
Ga2Se2 2.726377 1.87 0.37 1.09 199.2275 11.194375 1.5 1.275 61.0 12.96 93.886098
Hg1Se2 0.927133 0.01 1.033333 1.183333 203.72 12.846264 4.0 1.7 80.0 17.28 63.133538
In2Se3 1.100894 0.52 0.818 1.121 234.15 12.628 0.8 1.53 72.0 15.552 108.800256
Se2Ti1 1.538062 1.05 1.186667 1.106667 488.166667 11.421667 15.333332999999998 1.7 80.0 17.28 218.243769
Cl2O2Ru2 1.8131849999999998 0.87 0.413333 0.977778 314.822222 5.2347220000000005 12.0 1.146667 48.666667 8.165833000000001 13.628101999999998
Bi2S1Te2 1.581273 0.93 0.324 0.721333 194.832 10.747569 30.0 0.84 59.2 13.905332999999999 47.786744
Ga2Ni1S4 1.984965 1.32 1.201429 0.754762 185.107619 7.199167 5.142857 1.474286 60.0 14.735357 49.722446000000005
I6Nb2 0.691705 0.43 1.595 1.1975 488.81875 18.403125 29.5 1.995 104.25 32.26125 204.03220100000001
C2F6O6S2Zn1 7.889607000000001 6.07 1.307647 0.663882 114.88470600000001 2.231632 2.4705880000000002 1.404706 23.294118 3.4261760000000003 6.522506
C2F2Nb3 0.194423 0.01 0.45142899999999997 0.850476 762.047619 4.05881 15.857142999999999 1.137143 70.285714 7.791428999999999 14.884373000000002
Al1N1 4.09998 2.91 0.715 1.1625 249.13 7.812188000000001 3.0 1.52 60.5 8.24 29.530408
Cl4I4Ta2 2.268506 1.55 0.9640000000000001 0.8759999999999999 293.793333 10.209667 14.4 1.264 55.6 17.206 44.343982000000004
I2Zr1 1.3834440000000001 0.78 1.33 1.108333 483.616667 18.204167 22.0 1.7733330000000003 92.666667 28.676667 189.13437
Pt4Te6Tl2 1.546233 0.74 0.78 0.693333 379.321111 8.957778 12.5 1.05 69.0 17.381667 68.325863
Br6Tl2 2.027521 1.21 1.815 1.3125 171.8 14.41875 6.0 2.22 90.0 22.11 83.691029
Br2Ge1 3.472087 2.65 1.303333 1.321667 290.5 13.660832999999998 12.666667 1.9733330000000002 80.0 19.653333 123.155525
Bi2I2Se2 1.8621450000000002 1.16 0.213333 0.803333 158.36111100000002 11.320556 16.333333 0.886667 49.333333 14.338332999999999 51.710392999999996
Cl2S2Ta2 0.125095 0.01 0.553333 0.8044439999999999 427.773333 7.600486 19.0 1.053333 56.666667000000004 8.595625 38.286066
Ba1Cl2 6.016648 4.74 1.81 1.201667 223.866667 18.764167 7.3333330000000005 2.106667 71.666667 21.196667 85.169744
Cl6Sb2 4.916647 3.82 1.8575 1.44125 177.3225 13.131561999999999 0.0 2.37 76.5 18.373125 81.995013
I2Re1 1.211007 0.76 1.14 1.203333 705.45 16.780832999999998 10.333333 1.7733330000000003 92.666667 28.676667 210.75816899999998
Cl2Ir2S2 1.3051030000000001 0.68 0.32 0.882222 366.551111 7.166042 20.333333 1.053333 47.0 8.595625 38.019056
Bi2Se1Te2 1.49862 0.87 0.33 0.719333 201.874667 10.756444 26.4 0.84 59.2 13.905332999999999 55.026353
Cl2O2Os2 1.51086 0.72 0.413333 0.977778 392.48888900000003 5.299167 22.666667 1.146667 48.0 8.165833000000001 13.67344
I2Ti1 2.6784310000000002 2.52 1.26 1.143333 452.45 17.12 28.0 1.7733330000000003 92.666667 28.676667 184.397502
Ba1I2 5.1889330000000005 4.14 1.476667 1.035 295.616667 24.936667 16.666667 1.7733330000000003 92.666667 28.676667 145.402266
Br6Sb2 3.899056 2.95 1.7075 1.36625 212.6475 15.0 13.5 2.22 90.0 22.11 105.907983
Te2Tl2 0.8167800000000001 0.42 0.24 0.93 324.915 15.418332999999999 14.5 1.05 72.5 17.381667 160.416886
Bi2Br6 3.5504839999999995 2.74 1.715 1.3625 167.725 15.17375 5.5 2.22 90.0 22.11 80.881011
Br2Se2V2 0.9651360000000001 0.32 0.443333 0.793333 326.977778 7.601111 4.0 0.986667 51.0 9.826667 53.37941899999999
Sc2Se2 0.833989 0.55 0.595 0.9775 577.0 12.03875 6.5 1.275 85.0 12.96 194.132582
Cl2Hf2N2 3.2500240000000002 2.14 0.62 0.833333 304.516667 6.829583 21.666667 1.053333 58.333332999999996 8.165833000000001 15.09185
Bi2S2 0.876332 0.65 0.28 1.15 233.19 14.684219 33.5 1.29 74.0 16.475 113.33203799999998
Al2Br2O2 5.486307 4.11 0.61 0.89 139.341111 6.118333 9.0 1.146667 40.333333 9.826667 14.441471
Te2Zr1 0.090556 0.01 0.956667 0.921667 595.553333 15.453610999999999 21.333333 1.4 92.0 23.175556 286.907877
In2O2 1.083287 0.35 0.83 1.305 121.1375 8.34125 20.5 1.72 71.0 12.13 24.301207
I2Sn1 2.8494349999999997 2.14 1.12 1.213333 213.13 19.885832999999998 18.666667 1.7733330000000003 92.666667 28.676667 101.86281600000001
Br6Sr1Th1 3.165432 1.84 2.10125 0.83375 194.491667 10.978333000000001 21.5 2.22 90.0 22.11 60.277735
Mo2S2Se2 1.0726040000000001 0.65 0.14 0.81 419.81777800000003 7.488542 8.666667 0.86 51.333333 8.64 67.414621
Cr1S2 1.516899 0.86 1.166667 1.136667 492.78666699999997 10.460625 2.666667 1.72 70.0 17.19125 190.892791
Cl2S2V2 0.868985 0.46 0.51 0.818889 304.773333 7.032708 2.333333 1.053333 51.0 8.595625 37.620058
Br2Os1 2.655568 2.2 1.24 1.353333 639.6 12.175 2.0 1.9733330000000002 80.0 19.653333 152.653533
Br2In2S2 2.868545 1.96 0.393333 0.813333 120.434444 8.836319 11.0 0.986667 47.333333 9.826667 38.472968
Br2Ir2S2 1.280025 0.66 0.253333 0.86 377.01777799999996 7.719653 20.333333 0.986667 47.0 9.826667 49.734509
Br2Ir2Se2 0.872898 0.35 0.253333 0.856667 388.755556 7.734444 14.333332999999998 0.986667 47.0 9.826667 54.186308
Cl2Ir2Se2 0.888716 0.36 0.32 0.8788889999999999 378.28888900000004 7.180833 20.0 1.053333 47.0 8.64 40.566829
Ga2O2 2.8220709999999998 1.73 0.815 1.3125 89.4275 6.990625 11.5 1.72 61.0 9.42875 23.20241
Pb1S1 2.7949650000000004 1.98 0.125 1.2275 247.2425 13.474219 33.0 1.29 73.0 14.055 117.92718700000002
I6Ir2 0.955333 0.45 1.445 1.2725 487.44375 17.906875 20.5 1.995 104.25 32.26125 203.78931200000002
Cl4Sn2 3.7880550000000004 2.89 1.453333 1.38 141.38 13.713332999999999 5.3333330000000005 2.106667 68.0 16.331667000000003 68.11565999999999
As1B1 1.184402 0.76 0.07 1.055 859.5 7.336875 14.0 1.09 59.5 11.0875 372.210588
Cl6W2 1.337045 0.74 1.78 1.48 526.225 11.192812 5.75 2.37 76.5 18.373125 112.96178
In2Se2 2.089341 1.35 0.385 1.0825 230.9375 12.545 7.5 1.275 71.0 12.96 114.910149
N2Y1 0.22363400000000003 0.01 1.62 1.216667 320.85 10.317083 8.333333 2.0266669999999998 63.333332999999996 10.788333 39.28002
Cl2Ga2S2 2.514987 1.51 0.45 0.838889 95.874444 7.682430999999999 5.0 1.053333 40.666667 8.595625 28.480907000000002
Cl2F2 4.415681 2.48 0.41 1.785 56.275 8.55125 4.0 1.99 51.0 12.24875 20.39227
Cl2Rh2Te2 2.291888 1.68 0.353333 0.837778 347.917778 8.100093 11.666667 1.053333 47.333333 11.587778 43.525706
C1F2Nb2 0.529618 0.01 1.082 0.914 628.666667 4.094333 15.2 1.5919999999999999 65.6 7.272 20.430705
Bi2Cl2Se2 1.967929 1.16 0.38 0.8588889999999999 134.444444 9.263056 22.0 1.053333 49.333333 10.983333 34.404404
Cl6Re2 1.5649309999999998 1.28 1.895 1.4225 496.725 11.018436999999999 6.0 2.37 76.5 18.373125 112.027103
I2Sr1 4.707726 3.7 1.456667 1.045 303.95 23.376667 22.666667 1.7733330000000003 92.666667 28.676667 148.486593
I6Sb2 3.208984 2.43 1.4825 1.25375 258.04125 20.075625 27.0 1.995 104.25 32.26125 127.024492
Se2V2 1.092943 0.56 0.46 1.045 669.25 9.7325 5.5 1.275 76.5 12.96 201.419873
As2Cl6 5.19906 4.04 1.825 1.4575 200.6 11.958437 4.5 2.37 76.5 18.373125 87.414631
Br2O2Rh2 1.6077219999999999 0.8 0.386667 0.9644440000000001 284.177778 5.802778 12.333333 1.146667 47.333333 9.826667 14.842898000000002
Ag1P2Se6Tm1 2.807091 2.0 1.405 0.5715 166.28825 6.169262000000001 17.4 1.53 72.0 15.552 30.553054
Pt4S6Tl2 2.380464 1.76 1.02 0.773333 323.604444 7.461701 18.0 1.29 52.5 12.893436999999999 58.761125
H2Mg1O2 4.806524 3.3 1.114 0.839333 70.708 3.622 2.8 1.376 28.2 4.578 4.357648999999999
Br2O2Ru2 0.318056 0.86 0.413333 0.955556 325.28888900000004 5.788333000000001 12.0 1.146667 48.666667 9.826667 14.884948999999999
Au1Te2 0.310739 0.01 0.553333 1.123333 463.775 14.371110999999999 8.333333 1.4 92.0 23.175556 231.538257
Cl4Ge2 3.89495 2.92 1.436667 1.388333 259.1 12.0 0.666667 2.106667 68.0 16.331667000000003 89.144577
S2Ti1 0.9529280000000001 0.7 1.206667 1.116667 452.953333 11.377292 3.333333 1.72 70.0 17.19125 184.911558
Cl2O2V2 2.889983 1.2 0.603333 0.914444 267.71111099999996 5.179167 5.0 1.146667 51.0 8.165833000000001 13.586717000000002
Al2I2S2 2.589013 1.76 0.35 0.761111 189.85333300000002 9.475764 13.333332999999998 0.886667 46.333333 14.338332999999999 53.494386
Cl2Sc2Se2 2.502127 1.84 0.6 0.785556 275.51111099999997 8.0725 5.6666669999999995 1.053333 56.666667000000004 8.64 39.668064
Bi2Br6 3.80957 2.99 1.715 1.3625 167.725 15.17375 5.5 2.22 90.0 22.11 80.881011
Cd1Cl2 4.429448000000001 3.17 1.543333 1.335 156.23666699999998 11.415 4.6666669999999995 2.106667 68.0 16.331667000000003 72.516874
S2V1 0.675083 0.58 1.176667 1.131667 493.28666699999997 10.763958 3.0 1.72 70.0 17.19125 190.96173100000001
Bi2Br2Se2 1.94713 1.15 0.313333 0.836667 144.911111 9.816667 16.333333 0.986667 49.333333 10.983333 43.725003
P2Si2 2.2499540000000002 1.51 0.145 1.0225 501.075 10.75256 0.5 1.095 55.5 11.285119 133.534177
H2Sn2 1.091518 0.55 0.12 1.04 129.7725 9.975 24.5 1.1 69.5 16.6425 6.815938
Cd1Cl2 5.307091000000001 4.01 1.543333 1.335 156.23666699999998 11.415 4.6666669999999995 2.106667 68.0 16.331667000000003 72.516874
Al2Si2Te6 2.02287 1.34 0.938 0.654 319.23 9.414 28.6 1.26 82.8 20.858 94.104415
Cl2N2Zr2 2.905984 1.84 0.61 0.836667 262.516667 6.940139 11.0 1.053333 58.333332999999996 8.165833000000001 15.043571
Cl6Sc2 4.701744000000001 3.68 2.03 1.355 291.1 11.965937 7.5 2.37 76.5 18.373125 100.24982800000001
Al2Br6 5.285419 4.05 1.8175 1.31125 216.35875 13.115 23.0 2.22 90.0 22.11 107.510815
Co3O8Ti1 2.391149 1.31 2.165 0.963889 213.427778 3.340694 4.9166669999999995 2.293333 44.0 6.07 27.919635999999997
Hf2I2N2 1.8801259999999997 0.99 0.58 0.777778 328.433333 8.887083 21.666667 1.013333 58.333332999999996 14.338332999999999 17.688672
Co2Te2 0.146429 0.05 0.11 0.995 622.665 11.252083 12.5 1.05 69.0 17.381667 256.49082599999997
B1I3 3.86274 2.71 1.485 1.2525 438.56875 17.027188 38.5 1.995 104.25 32.26125 194.166493
Br2Pt2Se2 0.150799 0.01 0.226667 0.865556 311.244444 7.824444000000001 14.666667000000002 0.986667 45.333333 9.826667 53.109182
Al2Cl2Se2 2.325719 1.4 0.516667 0.813333 177.674444 7.433056 7.0 1.053333 40.333333 8.64 37.356355
Cl2Er2O2 6.828645 5.32 0.733333 0.8711110000000001 221.822222 7.131944 20.0 1.146667 63.0 10.195 13.527779999999998
Cl6W2 1.3404399999999999 0.89 1.78 1.48 526.225 11.192812 5.75 2.37 76.5 18.373125 112.96178
Br4C16Ge2H48I4N4 3.1888799999999997 2.43 1.302308 0.395427 143.431795 1.715438 2.3589740000000003 1.3538459999999999 19.076923 4.070769 1.716718
Bi1Cu1P2Se6 1.8922290000000002 1.15 1.34 0.59 137.51925 6.117012 17.5 1.53 72.0 15.552 22.288771
Al2H2O4 4.209486 2.87 1.3175 0.890833 88.09 3.4420830000000002 3.75 1.72 33.0 4.5525 3.064742
Mn2Se2 2.151554 1.26 0.5 1.025 503.25 9.101897 4.5 1.275 69.5 12.96 186.384998
Mo1N2 0.010214 0.01 1.306667 1.373333 503.683333 7.537917 9.333333 2.0266669999999998 51.333333 9.845833 40.279452
Br2Os1 0.320075 0.31 1.24 1.353333 639.6 12.175 2.0 1.9733330000000002 80.0 19.653333 152.653533
Bi2Cl2S2 2.57246 1.76 0.38 0.8622219999999999 122.706667 9.248264 22.333333 1.053333 49.333333 10.983333 32.554241999999995
I2Pb1 3.0855490000000003 2.34 0.996667 1.275 229.05166699999998 19.023332999999997 8.0 1.7733330000000003 92.666667 28.676667 112.70915500000001
O1Tl2 1.9540919999999997 1.03 0.06666699999999999 1.113333 201.466667 10.4875 51.333333 1.146667 96.666667 17.94 17.438562
Se2Ti2 0.571859 0.09 0.505 1.0225 608.75 10.6525 6.0 1.275 80.0 12.96 196.889938
As2Br6 4.2615050000000005 3.24 1.675 1.3825 235.925 13.826875 18.0 2.22 90.0 22.11 115.127424
Cl2Cr2O2 3.364559 1.76 0.593333 0.9177780000000001 267.377778 4.9769440000000005 5.3333330000000005 1.146667 46.333333 8.165833000000001 13.586367999999998
Cl2Zn1 6.279138 5.05 1.556667 1.328333 172.64666699999998 10.4925 1.333333 2.106667 68.0 16.331667000000003 76.497849
Ge1I2 2.8271290000000002 2.1 1.103333 1.221667 330.85 18.1725 24.666667 1.7733330000000003 92.666667 28.676667 157.38253
S2Zr1 2.02624 1.19 1.276667 1.081667 484.12 12.461458 2.666667 1.72 70.0 17.19125 189.67521399999998
Ag1P2Sc1Se6 2.6762189999999997 1.97 1.3940000000000001 0.57425 166.18825 5.980637000000001 18.3 1.53 72.0 15.552 30.541736
Hf1Te2 0.9526959999999999 0.39 0.966667 0.916667 658.553333 15.287778 10.666667 1.4 92.0 23.175556 305.549531
Ba1Cl2 6.889206 5.61 1.81 1.201667 223.866667 18.764167 7.3333330000000005 2.106667 71.666667 21.196667 85.169744
Br6In2 4.104507 2.94 1.775 1.3325 153.39375 14.0875 14.0 2.22 90.0 22.11 69.812706
Br2Ca1 5.485206 4.21 1.64 1.153333 274.433333 16.121667000000002 16.666667 1.9733330000000002 80.0 19.653333 119.99149799999999
Al1As1 2.194458 1.27 0.285 0.9475 505.8675 9.66375 10.0 1.09 60.5 11.0875 251.42015899999998
O2W1 2.167451 1.33 1.506667 1.54 634.1 5.71 19.333333 2.293333 54.0 6.07 35.480909000000004
Al1P1S4 4.011866 2.73 1.451667 0.7844439999999999 155.789444 7.8998740000000005 8.5 1.72 70.0 17.19125 34.247073
Br2S2Tl2 1.117548 0.24 0.446667 0.795556 136.795556 9.130764 21.666667 0.986667 48.333333 9.826667 41.303915
C6N2 1.040331 0.39 1.1525 1.33625 1441.50625 3.961094 2.75 1.9125 57.0 4.23 15.676321
Hf1Se2 1.658007 0.89 1.266667 1.066667 582.333333 12.34 1.333333 1.7 80.0 17.28 236.207594
Pb1Se2 2.662941 1.89 0.923333 1.238333 264.768333 13.325 4.6666669999999995 1.7 80.0 17.28 124.511928
N2Si2 2.801607 1.74 0.57 1.235 437.5125 8.802188000000001 3.5 1.52 55.5 10.22 30.389232
Cl4Pt2 1.395134 0.53 1.346667 1.433333 397.433333 10.669167 14.666667000000002 2.106667 68.0 16.331667000000003 97.935151
Hf1I2 1.458021 0.77 1.34 1.103333 546.616667 18.038332999999998 11.333333 1.7733330000000003 92.666667 28.676667 197.059914
C2Hf3O2 0.998381 0.43 0.42571400000000004 0.7561899999999999 727.314286 4.575714 29.142857 0.982857 75.0 9.514286 15.217173999999998
Br4Ir2 2.1088240000000003 1.19 1.24 1.353333 545.1 12.195 2.333333 1.9733330000000002 80.0 19.653333 148.398092
Al2Cl2O2 7.308257000000001 5.79 0.61 0.912222 128.87444399999998 5.564722 3.0 1.146667 40.333333 8.165833000000001 13.255417000000001
Br2Pb1 4.062821 3.21 1.196667 1.375 188.701667 14.511667000000001 4.0 1.9733330000000002 80.0 19.653333 94.000311
I6Tl2 1.716045 1.02 1.59 1.2 217.19375 19.494375 19.5 1.995 104.25 32.26125 96.347925
B1P1 2.0197279999999997 0.92 0.075 1.0575 666.325 7.435685 5.0 1.095 53.5 11.285119 139.762954
Pd4Se6Tl2 1.615349 0.88 1.005 0.759444 317.505556 7.416111 3.5 1.275 60.0 12.96 62.157012
Bi2Cl6 4.298788 3.37 1.865 1.4375 132.4 13.305311999999999 8.0 2.37 76.5 18.373125 66.148301
Bi2Pb1Te4 1.519684 1.02 0.867143 0.703333 218.09761899999998 11.098253999999999 18.0 1.2 78.85714300000001 19.864762 48.767348999999996
Cr2O6 2.852529 1.12 2.165 1.4975 293.05 4.813125 0.0 2.58 49.5 6.82875 38.217881
Ge1Te1 2.454069 1.76 0.045 1.0275 483.515 14.442082999999998 10.0 1.05 69.0 17.381667 226.319329
Br2Ga2S2 2.567375 1.61 0.383333 0.816667 106.34111100000001 8.236042 6.3333330000000005 0.986667 40.666667 9.826667 34.583641
C1Cl2Sc2 1.800232 1.15 0.754 0.772667 519.613333 6.607 7.2 1.264 68.0 9.799 57.954862
O2Ru1 0.06592200000000001 0.01 1.56 1.513333 452.766667 5.286667 9.333333 2.293333 48.666667 6.07 35.059413
Cr2I2Se2 0.523352 0.05 0.333333 0.763333 340.094444 8.902778 9.666667 0.886667 46.333333 14.338332999999999 65.772316
Mo1Se2 1.87565 1.39 0.98 1.21 647.333333 11.255 8.666667 1.7 80.0 17.28 245.55853100000002
As2Br6 3.345451 2.58 1.675 1.3825 235.925 13.826875 18.0 2.22 90.0 22.11 115.127424
S2Sn2 1.0972549999999999 0.72 0.31 1.135 223.36 14.767969 17.0 1.29 69.5 16.6425 109.773946
Br2Cd1 4.4374839999999995 3.31 1.41 1.268333 187.636667 13.075833 7.3333330000000005 1.9733330000000002 80.0 19.653333 93.528081
Br2Ru1 2.8257689999999998 2.2 1.24 1.353333 523.1 12.078333 8.666667 1.9733330000000002 80.0 19.653333 147.186771
P2Si2 2.542348 1.76 0.145 1.0225 501.075 10.75256 0.5 1.095 55.5 11.285119 133.534177
Au1Te2 0.242738 0.01 0.553333 1.123333 463.775 14.371110999999999 8.333333 1.4 92.0 23.175556 231.538257
Cl6Fe1Zr1 4.109381 2.98 2.20375 0.921667 207.025 7.537917 9.5 2.37 76.5 18.373125 62.708289
Br6Ta2 1.233407 0.17 1.845 1.2975 510.925 13.32 8.0 2.22 90.0 22.11 160.459338
Cl2O2Sc2 5.928577 4.79 0.693333 0.884444 226.711111 6.204167 4.3333330000000005 1.146667 56.666667000000004 8.165833000000001 13.535307999999999
Au2Se2 1.7943259999999999 1.24 0.005 1.2725 457.8325 10.655 22.5 1.275 68.0 12.96 180.371921
Br2Hf1 1.432391 0.86 1.54 1.203333 506.266667 13.526667000000002 0.666667 1.9733330000000002 80.0 19.653333 146.18883300000002
Cd1Ga1In1S4 1.503369 0.63 1.2328569999999999 0.557143 102.868571 5.92 4.714286 1.474286 60.0 14.735357 17.958482999999998
Cl2Pt2Se2 0.297548 0.02 0.293333 0.8877780000000001 300.77777799999996 7.2708330000000005 20.333333 1.053333 45.333333 8.64 39.960085
S2Tl2 1.102769 0.56 0.48 1.05 241.34 13.174219 32.5 1.29 72.5 13.455 116.062257
I2Mn1 3.381322 1.86 1.256667 1.145 382.116667 16.086264 27.0 1.7733330000000003 92.666667 28.676667 170.868452
Hf1O2 3.56538 1.99 1.86 1.363333 435.933333 6.735 18.666667 2.293333 58.333332999999996 7.4 35.002497999999996
Cl2Mo2S2 2.188759 1.29 0.333333 0.8777780000000001 383.995556 7.3304860000000005 8.666667 1.053333 51.333333 8.595625 38.105078999999996
Cl2Mo1 1.454685 0.34 1.386667 1.413333 539.866667 10.780833 2.666667 2.106667 68.0 16.331667000000003 102.279081
Br2N2Pt2 1.228656 0.37 0.253333 0.92 263.361111 6.585417 23.666667 1.013333 45.333333 9.826667 16.573428
I6Rh2 2.296003 1.57 1.425 1.2825 424.69375 17.835625 28.5 1.995 104.25 32.26125 191.031063
Bi1I1Te1 2.112308 1.55 0.213333 0.753333 183.767778 12.303148 10.333333 0.886667 49.333333 14.338332999999999 57.415408
Cl2Ru1 3.059334 2.41 1.373333 1.42 491.7 10.4175 3.333333 2.106667 68.0 16.331667000000003 101.091723
Mo1S2 2.338151 1.62 1.0 1.22 612.12 11.210625 3.333333 1.72 70.0 17.19125 204.15215600000002
H2Mn1O2 1.9338229999999998 1.42 1.0659999999999998 0.855333 110.44133300000001 2.795172 4.6 1.376 27.8 3.642 4.398388
Br6Tl2 2.678972 1.76 1.815 1.3125 171.8 14.41875 6.0 2.22 90.0 22.11 83.691029
Sb2Sn1Te4 0.24883899999999998 0.03 0.92 0.688571 247.775238 11.212302000000001 22.571429000000002 1.2 78.85714300000001 19.864762 49.619361
Cl2N2Rh2 0.288948 0.03 0.293333 0.9422219999999999 274.627778 5.878472 12.666667 1.053333 47.333333 8.165833000000001 15.059133
H2Si2 2.94168 2.18 0.15 1.025 425.2525 6.76375 6.5 1.1 55.5 10.22 6.947305
Ge2P2 1.9766080000000001 1.22 0.09 1.05 382.175 11.39381 8.5 1.095 60.0 11.5025 125.72029199999999
Cd1S1 2.704503 1.76 0.445 1.0675 245.645 11.320469000000001 16.0 1.29 72.0 12.893436999999999 117.431293
I6Sc2 3.181282 2.39 1.655 1.1675 371.81875 18.91 34.5 1.995 104.25 32.26125 176.93749499999998
